indikator;tabellinnehåll;månad;Värde
Varuexport;Konjunkturläge;2016M06;-0.68
Varuexport;Konjunkturläge;2016M07;-0.63
Varuexport;Konjunkturläge;2016M08;-0.57
Varuexport;Konjunkturläge;2016M09;-0.52
Varuexport;Konjunkturläge;2016M10;-0.49
Varuexport;Konjunkturläge;2016M11;-0.5
Varuexport;Konjunkturläge;2016M12;-0.54
Varuexport;Konjunkturläge;2017M01;-0.56
Varuexport;Konjunkturläge;2017M02;-0.53
Varuexport;Konjunkturläge;2017M03;-0.48
Varuexport;Konjunkturläge;2017M04;-0.41
Varuexport;Konjunkturläge;2017M05;-0.34
Varuexport;Konjunkturläge;2017M06;-0.25
Varuexport;Konjunkturläge;2017M07;-0.13
Varuexport;Konjunkturläge;2017M08;0.05
Varuexport;Konjunkturläge;2017M09;0.27
Varuexport;Konjunkturläge;2017M10;0.5
Varuexport;Konjunkturläge;2017M11;0.68
Varuexport;Konjunkturläge;2017M12;0.74
Varuexport;Konjunkturläge;2018M01;0.69
Varuexport;Konjunkturläge;2018M02;0.56
Varuexport;Konjunkturläge;2018M03;0.4
Varuexport;Konjunkturläge;2018M04;0.28
Varuexport;Konjunkturläge;2018M05;0.19
Varuexport;Konjunkturläge;2018M06;0.19
Varuexport;Konjunkturläge;2018M07;0.26
Varuexport;Konjunkturläge;2018M08;0.37
Varuexport;Konjunkturläge;2018M09;0.52
Varuexport;Konjunkturläge;2018M10;0.65
Varuexport;Konjunkturläge;2018M11;0.7
Varuexport;Konjunkturläge;2018M12;0.69
Varuexport;Konjunkturläge;2019M01;0.65
Varuexport;Konjunkturläge;2019M02;0.6
Varuexport;Konjunkturläge;2019M03;0.62
Varuexport;Konjunkturläge;2019M04;0.68
Varuexport;Konjunkturläge;2019M05;0.73
Varuexport;Konjunkturläge;2019M06;0.68
Varuexport;Konjunkturläge;2019M07;0.49
Varuexport;Konjunkturläge;2019M08;0.19
Varuexport;Konjunkturläge;2019M09;-0.14
Varuexport;Konjunkturläge;2019M10;-0.37
Varuexport;Konjunkturläge;2019M11;-0.45
Varuexport;Konjunkturläge;2019M12;-0.41
Varuexport;Konjunkturläge;2020M01;-0.27
Varuexport;Konjunkturläge;2020M02;-0.14
Varuexport;Konjunkturläge;2020M03;-0.09
Varuexport;Konjunkturläge;2020M04;-0.09
Varuexport;Konjunkturläge;2020M05;-0.08
Varuexport;Konjunkturläge;2020M06;-0.01
Varuexport;Konjunkturläge;2020M07;0.15
Varuexport;Konjunkturläge;2020M08;0.33
Varuexport;Konjunkturläge;2020M09;0.43
Varuexport;Konjunkturläge;2020M10;0.45
Varuexport;Konjunkturläge;2020M11;0.43
Varuexport;Konjunkturläge;2020M12;0.39
Varuexport;Konjunkturläge;2021M01;0.37
Varuexport;Konjunkturläge;2021M02;0.42
Varuexport;Konjunkturläge;2021M03;0.54
Varuexport;Konjunkturläge;2021M04;0.66
Varuexport;Konjunkturläge;2021M05;0.73
Varuexport;Konjunkturläge;2021M06;0.69
Varuexport;Konjunkturläge;2021M07;0.59
Varuexport;Konjunkturläge;2021M08;0.51
Varuexport;Konjunkturläge;2021M09;0.49
Varuexport;Konjunkturläge;2021M10;0.53
Varuexport;Konjunkturläge;2021M11;0.6
Varuexport;Konjunkturläge;2021M12;0.68
Varuexport;Konjunkturläge;2022M01;0.7
Varuexport;Konjunkturläge;2022M02;0.66
Varuexport;Konjunkturläge;2022M03;0.6
Varuexport;Konjunkturläge;2022M04;0.59
Varuexport;Konjunkturläge;2022M05;0.66
Varuexport;Konjunkturläge;2022M06;0.75
Varuexport;Konjunkturläge;2022M07;0.82
Varuexport;Konjunkturläge;2022M08;0.83
Varuexport;Konjunkturläge;2022M09;0.82
Varuexport;Konjunkturläge;2022M10;0.81
Varuexport;Konjunkturläge;2022M11;0.8
Varuexport;Konjunkturläge;2022M12;0.78
Varuexport;Konjunkturläge;2023M01;0.72
Varuexport;Konjunkturläge;2023M02;0.56
Varuexport;Konjunkturläge;2023M03;0.29
Varuexport;Konjunkturläge;2023M04;-0.02
Varuexport;Konjunkturläge;2023M05;-0.25
Varuexport;Konjunkturläge;2023M06;-0.33
Varuexport;Konjunkturläge;2023M07;-0.24
Varuexport;Konjunkturläge;2023M08;-0.08
Varuexport;Konjunkturläge;2023M09;0.05
Varuexport;Konjunkturläge;2023M10;0.08
Varuexport;Konjunkturläge;2023M11;-0.03
Varuexport;Konjunkturläge;2023M12;-0.24
Varuexport;Konjunkturläge;2024M01;-0.46
Varuexport;Konjunkturläge;2024M02;-0.6
Varuexport;Konjunkturläge;2024M03;-0.67
Varuexport;Konjunkturläge;2024M04;-0.7
Varuexport;Konjunkturläge;2024M05;-0.77
Varuexport;Konjunkturläge;2024M06;-0.87
Varuexport;Konjunkturläge;2024M07;-0.95
Varuexport;Konjunkturläge;2024M08;-0.98
Varuexport;Konjunkturläge;2024M09;-0.95
Varuexport;Konjunkturläge;2024M10;-0.84
Varuexport;Konjunkturläge;2024M11;-0.67
Varuexport;Konjunkturläge;2024M12;-0.49
Varuexport;Konjunkturläge;2025M01;-0.32
Varuexport;Konjunkturläge;2025M02;-0.19
Varuexport;Konjunkturläge;2025M03;-0.1
Varuexport;Konjunkturläge;2025M04;-0.02
Varuexport;Konjunkturläge;2025M05;0
Varuexport;Konjunkturläge;2025M06;-0.02
Varuexport;Konjunkturläge;2025M07;-0.07
Varuexport;Konjunkturläge;2025M08;-0.13
Varuexport;Konjunkturläge;2025M09;-0.17
Varuexport;Konjunkturläge;2025M10;-0.21
Varuexport;Konjunkturläge;2025M11;-0.21
Varuexport;Konjunkturläge;2025M12;-0.15
Varuexport;Konjunkturläge;2026M01;-0.06
Varuexport;Konjunkturläge;2026M02;0.06
Varuexport;Konjunkturläge;2026M03;0.18
Varuexport;Konjunkturläge;2026M04;0.24
Varuexport;Konjunkturläge;2026M05;0.24
Varuexport;Konjunkturläge;2026M06;0.19
Varuexport;Konjunkturläge;2026M07;0.09
Varuexport;Konjunkturläge;2026M08;
Varuexport;Förändring från föregående period;2000M01;
Varuexport;Förändring från föregående period;2000M02;0.18
Varuexport;Förändring från föregående period;2000M03;0.2
Varuexport;Förändring från föregående period;2000M04;0.23
Varuexport;Förändring från föregående period;2000M05;0.22
Varuexport;Förändring från föregående period;2000M06;0.19
Varuexport;Förändring från föregående period;2000M07;0.15
Varuexport;Förändring från föregående period;2000M08;0.1
Varuexport;Förändring från föregående period;2000M09;0.02
Varuexport;Förändring från föregående period;2000M10;-0.05
Varuexport;Förändring från föregående period;2000M11;-0.14
Varuexport;Förändring från föregående period;2000M12;-0.23
Varuexport;Förändring från föregående period;2001M01;-0.29
Varuexport;Förändring från föregående period;2001M02;-0.32
Varuexport;Förändring från föregående period;2001M03;-0.28
Varuexport;Förändring från föregående period;2001M04;-0.19
Varuexport;Förändring från föregående period;2001M05;-0.1
Varuexport;Förändring från föregående period;2001M06;-0.02
Varuexport;Förändring från föregående period;2001M07;0.01
Varuexport;Förändring från föregående period;2001M08;0.02
Varuexport;Förändring från föregående period;2001M09;0.02
Varuexport;Förändring från föregående period;2001M10;0.03
Varuexport;Förändring från föregående period;2001M11;0.03
Varuexport;Förändring från föregående period;2001M12;0.03
Varuexport;Förändring från föregående period;2002M01;0.02
Varuexport;Förändring från föregående period;2002M02;-0.01
Varuexport;Förändring från föregående period;2002M03;-0.04
Varuexport;Förändring från föregående period;2002M04;-0.09
Varuexport;Förändring från föregående period;2002M05;-0.14
Varuexport;Förändring från föregående period;2002M06;-0.15
Varuexport;Förändring från föregående period;2002M07;-0.13
Varuexport;Förändring från föregående period;2002M08;-0.1
Varuexport;Förändring från föregående period;2002M09;-0.07
Varuexport;Förändring från föregående period;2002M10;-0.01
Varuexport;Förändring från föregående period;2002M11;0.06
Varuexport;Förändring från föregående period;2002M12;0.13
Varuexport;Förändring från föregående period;2003M01;0.15
Varuexport;Förändring från föregående period;2003M02;0.11
Varuexport;Förändring från föregående period;2003M03;0.03
Varuexport;Förändring från föregående period;2003M04;-0.03
Varuexport;Förändring från föregående period;2003M05;-0.05
Varuexport;Förändring från föregående period;2003M06;-0.02
Varuexport;Förändring från föregående period;2003M07;0.03
Varuexport;Förändring från föregående period;2003M08;0.07
Varuexport;Förändring från föregående period;2003M09;0.08
Varuexport;Förändring från föregående period;2003M10;0.06
Varuexport;Förändring från föregående period;2003M11;0.03
Varuexport;Förändring från föregående period;2003M12;0.03
Varuexport;Förändring från föregående period;2004M01;0.1
Varuexport;Förändring från föregående period;2004M02;0.2
Varuexport;Förändring från föregående period;2004M03;0.26
Varuexport;Förändring från föregående period;2004M04;0.24
Varuexport;Förändring från föregående period;2004M05;0.16
Varuexport;Förändring från föregående period;2004M06;0.05
Varuexport;Förändring från föregående period;2004M07;-0.05
Varuexport;Förändring från föregående period;2004M08;-0.09
Varuexport;Förändring från föregående period;2004M09;-0.08
Varuexport;Förändring från föregående period;2004M10;-0.07
Varuexport;Förändring från föregående period;2004M11;-0.03
Varuexport;Förändring från föregående period;2004M12;-0.01
Varuexport;Förändring från föregående period;2005M01;0
Varuexport;Förändring från föregående period;2005M02;0.02
Varuexport;Förändring från föregående period;2005M03;0.08
Varuexport;Förändring från föregående period;2005M04;0.12
Varuexport;Förändring från föregående period;2005M05;0.14
Varuexport;Förändring från föregående period;2005M06;0.12
Varuexport;Förändring från föregående period;2005M07;0.07
Varuexport;Förändring från föregående period;2005M08;0.03
Varuexport;Förändring från föregående period;2005M09;0.03
Varuexport;Förändring från föregående period;2005M10;0.05
Varuexport;Förändring från föregående period;2005M11;0.07
Varuexport;Förändring från föregående period;2005M12;0.07
Varuexport;Förändring från föregående period;2006M01;0.06
Varuexport;Förändring från föregående period;2006M02;0.04
Varuexport;Förändring från föregående period;2006M03;0.02
Varuexport;Förändring från föregående period;2006M04;0.01
Varuexport;Förändring från föregående period;2006M05;0.02
Varuexport;Förändring från föregående period;2006M06;0.06
Varuexport;Förändring från föregående period;2006M07;0.1
Varuexport;Förändring från föregående period;2006M08;0.12
Varuexport;Förändring från föregående period;2006M09;0.11
Varuexport;Förändring från föregående period;2006M10;0.1
Varuexport;Förändring från föregående period;2006M11;0.06
Varuexport;Förändring från föregående period;2006M12;0
Varuexport;Förändring från föregående period;2007M01;-0.05
Varuexport;Förändring från föregående period;2007M02;-0.09
Varuexport;Förändring från föregående period;2007M03;-0.08
Varuexport;Förändring från föregående period;2007M04;-0.05
Varuexport;Förändring från föregående period;2007M05;-0.02
Varuexport;Förändring från föregående period;2007M06;0.01
Varuexport;Förändring från föregående period;2007M07;0.03
Varuexport;Förändring från föregående period;2007M08;0.06
Varuexport;Förändring från föregående period;2007M09;0.13
Varuexport;Förändring från föregående period;2007M10;0.21
Varuexport;Förändring från föregående period;2007M11;0.28
Varuexport;Förändring från föregående period;2007M12;0.32
Varuexport;Förändring från föregående period;2008M01;0.28
Varuexport;Förändring från föregående period;2008M02;0.19
Varuexport;Förändring från föregående period;2008M03;0.04
Varuexport;Förändring från föregående period;2008M04;-0.13
Varuexport;Förändring från föregående period;2008M05;-0.24
Varuexport;Förändring från föregående period;2008M06;-0.32
Varuexport;Förändring från föregående period;2008M07;-0.36
Varuexport;Förändring från föregående period;2008M08;-0.4
Varuexport;Förändring från föregående period;2008M09;-0.45
Varuexport;Förändring från föregående period;2008M10;-0.5
Varuexport;Förändring från föregående period;2008M11;-0.54
Varuexport;Förändring från föregående period;2008M12;-0.59
Varuexport;Förändring från föregående period;2009M01;-0.6
Varuexport;Förändring från föregående period;2009M02;-0.59
Varuexport;Förändring från föregående period;2009M03;-0.54
Varuexport;Förändring från föregående period;2009M04;-0.41
Varuexport;Förändring från föregående period;2009M05;-0.26
Varuexport;Förändring från föregående period;2009M06;-0.09
Varuexport;Förändring från föregående period;2009M07;0.06
Varuexport;Förändring från föregående period;2009M08;0.14
Varuexport;Förändring från föregående period;2009M09;0.12
Varuexport;Förändring från föregående period;2009M10;0.06
Varuexport;Förändring från föregående period;2009M11;0.03
Varuexport;Förändring från föregående period;2009M12;0.08
Varuexport;Förändring från föregående period;2010M01;0.21
Varuexport;Förändring från föregående period;2010M02;0.37
Varuexport;Förändring från föregående period;2010M03;0.51
Varuexport;Förändring från föregående period;2010M04;0.53
Varuexport;Förändring från föregående period;2010M05;0.45
Varuexport;Förändring från föregående period;2010M06;0.32
Varuexport;Förändring från föregående period;2010M07;0.22
Varuexport;Förändring från föregående period;2010M08;0.17
Varuexport;Förändring från föregående period;2010M09;0.21
Varuexport;Förändring från föregående period;2010M10;0.27
Varuexport;Förändring från föregående period;2010M11;0.3
Varuexport;Förändring från föregående period;2010M12;0.28
Varuexport;Förändring från föregående period;2011M01;0.18
Varuexport;Förändring från föregående period;2011M02;0.08
Varuexport;Förändring från föregående period;2011M03;0
Varuexport;Förändring från föregående period;2011M04;-0.01
Varuexport;Förändring från föregående period;2011M05;0.01
Varuexport;Förändring från föregående period;2011M06;-0.01
Varuexport;Förändring från föregående period;2011M07;-0.07
Varuexport;Förändring från föregående period;2011M08;-0.09
Varuexport;Förändring från föregående period;2011M09;-0.09
Varuexport;Förändring från föregående period;2011M10;-0.09
Varuexport;Förändring från föregående period;2011M11;-0.09
Varuexport;Förändring från föregående period;2011M12;-0.08
Varuexport;Förändring från föregående period;2012M01;-0.06
Varuexport;Förändring från föregående period;2012M02;-0.06
Varuexport;Förändring från föregående period;2012M03;-0.07
Varuexport;Förändring från föregående period;2012M04;-0.05
Varuexport;Förändring från föregående period;2012M05;-0.03
Varuexport;Förändring från föregående period;2012M06;0
Varuexport;Förändring från föregående period;2012M07;-0.02
Varuexport;Förändring från föregående period;2012M08;-0.09
Varuexport;Förändring från föregående period;2012M09;-0.18
Varuexport;Förändring från föregående period;2012M10;-0.2
Varuexport;Förändring från föregående period;2012M11;-0.18
Varuexport;Förändring från föregående period;2012M12;-0.14
Varuexport;Förändring från föregående period;2013M01;-0.11
Varuexport;Förändring från föregående period;2013M02;-0.08
Varuexport;Förändring från föregående period;2013M03;-0.06
Varuexport;Förändring från föregående period;2013M04;-0.07
Varuexport;Förändring från föregående period;2013M05;-0.09
Varuexport;Förändring från föregående period;2013M06;-0.11
Varuexport;Förändring från föregående period;2013M07;-0.11
Varuexport;Förändring från föregående period;2013M08;-0.1
Varuexport;Förändring från föregående period;2013M09;-0.06
Varuexport;Förändring från föregående period;2013M10;-0.01
Varuexport;Förändring från föregående period;2013M11;0.01
Varuexport;Förändring från föregående period;2013M12;0.03
Varuexport;Förändring från föregående period;2014M01;0.03
Varuexport;Förändring från föregående period;2014M02;0.01
Varuexport;Förändring från föregående period;2014M03;-0.03
Varuexport;Förändring från föregående period;2014M04;-0.06
Varuexport;Förändring från föregående period;2014M05;-0.04
